batch_size,color,learning_rate,model,momentum,optimizers,regularizator,test_acc,test_loss,test_metrics_fn,test_metrics_fp,test_metrics_tn,test_metrics_tp,test_precision,test_recall,train_acc,train_loss,train_precision,train_recall,val_acc,val_loss,val_precision,val_recall
100.0,grayscale,0.01,vgg3,0.0,SGD,0.0,0.5059999823570251,0.6988123655319214,506.0,506.0,0.5059999823570251,0.5059999823570251,494.0,494.0,0.524046003818512,0.6926552057266235,0.524046003818512,0.524046003818512,0.5211039185523987,0.7022559642791748,0.5211039185523987,0.5211039185523987
200.0,grayscale,0.01,vgg3,0.0,SGD,0.0,0.5379999876022339,0.6889926195144653,538.0,538.0,0.5379999876022339,0.5379999876022339,462.0,462.0,0.5260416865348816,0.6921118497848511,0.5260416865348816,0.5260416865348816,0.5506756901741028,0.6836916208267212,0.5506756901741028,0.5506756901741028
